pc_item_id,pc_item_name,fk_im_spec_master_desc,fk_im_spec_options_desc,glcat_mcat_id,glcat_mcat_name
270752391,Wires And Cables,Brand,Polycab,208737,Polycab House Wire
280797534,Polycab Maxima Plus 90m Wire,Roll Length,90 m,208737,Polycab House Wire
262082200,1 Sqmm Yellow Polycab House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
261970242,1 Sqmm Yellow Polycab House Wire,Roll Length,100 m,208737,Polycab House Wire
260060516,Red Polycab House Wire,Brand,Polycab,208737,Polycab House Wire
267085168,Polycab Etira Electircal Wire 4 MM,Suitable for,Buildings,208737,Polycab House Wire
283715573,Polycab Wire,Certifications,CE,208737,Polycab House Wire
287645195,Polycab Etira House Wire,Roll Length,90 m,208737,Polycab House Wire
196474346,Polycab House Wire,Insulation Material,FRLF,208737,Polycab House Wire
166320609,Polycab House Wires,Roll Length,90m,208737,Polycab House Wire
169115150,Polycab Multistrand House Wires,Suitable for,Homes,208737,Polycab House Wire
268084676,2.5sqmm Polycab Optima Plus PVC Insulated Wire,Color,Red,208737,Polycab House Wire
227587190,"Polycab Industrial Multistand Cables (FRLSH), 10 sq mm",Suitable for,Buildings,208737,Polycab House Wire
290341026,6 Sq.mm Polycab LF FR House Wire,Wire Size,6 sqmm,208737,Polycab House Wire
132299509,Polycab FR House Wires,Certifications,IS 694,208737,Polycab House Wire
239655870,Electric Wire,,,208737,Polycab House Wire
262082305,4 Sqmm Red Polycab House Wire,Current Rating,24A,208737,Polycab House Wire
256085999,Polycap Single Core Fr Cables 90m Coil  - 1sq. Mm,Size,1Sq. Mm,208737,Polycab House Wire
277161486,Polycab 1.5Sqmm Flame Retardant PVC Copper Wire,Suitable for,Homes,208737,Polycab House Wire
162112273,Polycab Wire 15 Sqmm,,,208737,Polycab House Wire
239607723,Polycab 2.5 Sq Mm FRLS-H House Wire 300 Meter Yellow,Suitable for,Construction,208737,Polycab House Wire
188634580,Polycab Copper Wire,Suitable for,Homes,208737,Polycab House Wire
229683873,1sq Mm Polycab House Wire,Voltage,220V,208737,Polycab House Wire
266984559,1.0Sq Mm Polycab Etrira Flame Retardant Wire,Brand,Polycab,208737,Polycab House Wire
129252465,Polycab Cables,,,208737,Polycab House Wire
267680400,2.5 Sq Mm Single Core Copper Cable,Usage/Application,Electric Fitting,208737,Polycab House Wire
185812820,Polycab FR-LSH House Electric Copper Wire,Suitable for,Buildings,208737,Polycab House Wire
229889740,1.5sqm Polycab House Wire,Brand,Polycab,208737,Polycab House Wire
168608982,Orient House Wires,Suitable for,Homes,208737,Polycab House Wire
154884188,"Polycab 1 sqmm wire, LFFR ,Multistrand, 90m, Red",Insulation Type,LF FR,208737,Polycab House Wire
196422676,Polycab House Wires,Color,Black,208737,Polycab House Wire
201620360,Polycab Green Wire 1.5 sqmm,Number Of Cores,Single Core,208737,Polycab House Wire
150078193,PVC Insulated House Wires,Country of Origin,Made in India,208737,Polycab House Wire
147909305,Pilycab Wire 075 Mm,,,208737,Polycab House Wire
252617322,"Polycab Wire Fr 4.00mm 1 Core 100mtr Red,Yellow,Blue,Green,Black,White,Grey",Suitable for,Homes,208737,Polycab House Wire
280458885,1.0sqmm Polycab Insulated House Wire,Roll Length,300 m,208737,Polycab House Wire
280001767,Crysta Cab Wires,,,208737,Polycab House Wire
226720441,Polycab Optima+ 2.5 Sq.Mm 1 Core Frlf Wire Black (90 M),Maximum Conductor Resistance at 20A DegreeC,7.98 I(C),208737,Polycab House Wire
167577238,Polycab FR House Wires,Certifications,CE,208737,Polycab House Wire
263191898,"Polycab Optima Plus FR-LF 6 SQ-MM, 90 Meters PVC Insulated Copper Wire Single Core",Color,Black,208737,Polycab House Wire
98066968,Polycab  1 Sq.mm Single Core Flexible,Roll Length,90 m,208737,Polycab House Wire
151140033,Polycab FR House Wires,Certifications,RoHS Compliant,208737,Polycab House Wire
117182024,Polycab Cables,,,208737,Polycab House Wire
288666088,"Polycab Optima+ 2.5 sqmm Wire, Multistrand, LFFR , 90m,Yellow",Colour,Yellow,208737,Polycab House Wire
274020023,Red Polycab Panel Wire,Suitable for,Buildings,208737,Polycab House Wire
177888691,Polycab Yellow Flame Retardant House Wire,Color,Yellow,208737,Polycab House Wire
174928600,Polycab House Wire,Conductor,Copper,208737,Polycab House Wire
184780460,Polycab FR House Wire,Number Of Cores,Single Core,208737,Polycab House Wire
130094317,"Polycab,grearwhite,sudhakar,finolex Wire''s And Cables.",,,208737,Polycab House Wire
161552150,Polycab House Wire,Voltage,220V,208737,Polycab House Wire
191627474,Polycab Wires And Cables,Brand Name,Polycab Wire,208737,Polycab House Wire
289577813,"Polycab Maxima 0.75 sqmm wire, Multistrand, FRLSH, 90m, Red",Roll Length,90 m,208737,Polycab House Wire
99863590,"Polycab 1.5 sqmm wire,LF FR ,Multistrand, 300m, Red",Suitable for,Buildings,208737,Polycab House Wire
144198406,Plaza Wire Cable,Conductor Stranding,Stranded,208737,Polycab House Wire
260260328,1.5 Sqmm Polycab Wires,Number Of Cores,Single Core,208737,Polycab House Wire
192546889,Polycab House Wire,Suitable for,Construction,208737,Polycab House Wire
269553982,Polycab 4 Sq Mm Wire,Color,Black,208737,Polycab House Wire
240716123,House Wire Polycab 300 Meters,Suitable for,Homes,208737,Polycab House Wire
166425743,Polycab FR House Wire,Max Voltage,220V,208737,Polycab House Wire
127301263,Flexible Cable,Country of Origin,Made in India,208737,Polycab House Wire
268349275,Polycab House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
289044267,Green Wire,,,208737,Polycab House Wire
252345856,90 m Policab  House Wire,Brand,Polycab,208737,Polycab House Wire
267087709,Polycab Green Wire Electircal Wire 1.5 MM,Voltage,240V,208737,Polycab House Wire
199830560,Microtek FR PVC 6.00 sq/mm RED 90 m Wire (RED),Voltage,1100V,208737,Polycab House Wire
281335539,Polycab Housing Wire,Wire Size,0.75 sqmm,208737,Polycab House Wire
247139178,4sqmm Polycab Black House Wire,Brand,Polycab,208737,Polycab House Wire
110478180,PVC Electrical Wire,Conductor Material, Copper,208737,Polycab House Wire
265038103,Polycab 2.5 Sq Mm Red House Wire,Conductor,Copper,208737,Polycab House Wire
171784459,Red Polycab House Wires,Color,Red,208737,Polycab House Wire
162352699,Polycab 0.75 Sqmm House Wire,Roll Length,90m,208737,Polycab House Wire
270504153,Red Polycab House Wire,Voltage,440V,208737,Polycab House Wire
283526334,Polycab Optima 1 sqmm FRLF Wire,Insulation Material,PVC Insulated,208737,Polycab House Wire
174606503,Polycab Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
261970138,1 Sqmm Red Polycab House Wire,Conductor,Copper,208737,Polycab House Wire
281751467,6 Sq mm Polycab House Wire,Number Of Cores,Single Core,208737,Polycab House Wire
181518691,Polycab House Wire,Certifications,CE,208737,Polycab House Wire
238280602,1.5 Sqmm Yellow Polycab Wire,Number Of Cores,4 Core,208737,Polycab House Wire
111301021,Polycab Wire,,,208737,Polycab House Wire
261453325,6.0 SQMM TRACO FRLS PVC Insulated Cable (Green) 90meter,Color,Green,208737,Polycab House Wire
252965586,Polycab Electrical Wire,Conductor,Copper,208737,Polycab House Wire
200923182,GX5 HOUSE WIRE,Wire Size,1 sqmm,208737,Polycab House Wire
160371044,Polycab FR House Wires,Insulation Material,FR,208737,Polycab House Wire
125020592,10 Sq Mt Polycab Wire,,,208737,Polycab House Wire
286769986,Polycab Suprema 0.75sqmm Eco-Friendly Green Wire 90meter,Wire Size,0.75 sqmm,208737,Polycab House Wire
168610030,Polycab Flame Retardant (FR) House Wires,Country of Origin,Made in India,208737,Polycab House Wire
269860880,Copper Wire 7 Core 1.5 Sqmm Make Polycab,Country Of Origin,Made in India,208737,Polycab House Wire
205115878,"Polycab Green Wire 2.5 sqmm wire, HR FR-LSH LF ,Multistrand, 90m, Black",Suitable for,Homes,208737,Polycab House Wire
166384639,Polycab 2.5sqmm Insulated Wire,Insulation Material,PVC,208737,Polycab House Wire
289698312,1sq.mm Polycab Green Wire,Insulation Type,HR FR-LSH LF,208737,Polycab House Wire
286794466,1 Sqmm Polycab House AC Wire,Certifications,IS 694,208737,Polycab House Wire
281600362,Polycab Electrical Wire,Color,Red,208737,Polycab House Wire
231626300,Polycab (ETIRA) 1.5 Sq mm  House Wire 90 Meter (yellow),Insulation Material,FR,208737,Polycab House Wire
240043821,Parallel Flat Cable,Country of Origin,Made in India,208737,Polycab House Wire
183228249,1.0 Sqmm Black Polycab Multi Strand Wire,Current Rating,31A,208737,Polycab House Wire
237825120,Polycab Optima Plus   House Wire,Roll Length,90 m,208737,Polycab House Wire
276535247,Polycab House Wire,Number Of Cores,Single Core,208737,Polycab House Wire
267088596,Polycab 1 Sq Mm FRLF House Wire 180 Meter,Suitable for,Buildings,208737,Polycab House Wire
140841147,Polycab 2.5 mm wire,Brand,Polycab,208737,Polycab House Wire
142780353,Polycab 4C Flexible Copper 6sqmm AC Cables,I Deal In,New Only,208737,Polycab House Wire
135314797,Polycab Electric Wire,Number Of Cores,Single Core,208737,Polycab House Wire
161433642,Polycab FR PVC Insulated House Wires,Voltage,1100V,208737,Polycab House Wire
168306134,Polycab Black FR PVC Insulated Cable,Insulation Material,FR PVC,208737,Polycab House Wire
235183836,1.5sqmm Polycab Etira Flame Retardant House Wire,Voltage,1100V,208737,Polycab House Wire
230354879,Polycab House Wire,Suitable for,Buildings,208737,Polycab House Wire
288142519,Polycab Electrical Wire,Insulation Type,HR FR-LSH LF,208737,Polycab House Wire
153791183,Polycab Flame Retardant (FR) House Wire,Wire Size,0.5 sqmm,208737,Polycab House Wire
252616999,"Polycab Wire Fr 1.5mm 1 Core 100mtr Red,Yellow,Blue,Green,Black,White,Grey",Country Of Origin,Made in India,208737,Polycab House Wire
247582180,"Polycab 6 sqmm wire, LFFR ,Multistrand, 190m, Red",Conductor,Copper,208737,Polycab House Wire
171971784,Polycab House Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
229889938,Polycab House Wire 2.5 Sq Mm,Wire Size,2.5 sqmm,208737,Polycab House Wire
168769795,Polycab FR House Wires,Roll Length,90 m,208737,Polycab House Wire
194929837,Electrical Polycab Wire,Insulation Material,PVC,208737,Polycab House Wire
116281962,Polycab Flexible Cable,Product Type,Flexible Cable,208737,Polycab House Wire
110478178,Polycab FR House Wires,Voltage,1100V,208737,Polycab House Wire
169679773,Polycab House Wires,Color,Yellow,208737,Polycab House Wire
267085127,Polycab Etira Electircal Wire 2.5 MM,Certifications,IS 694,208737,Polycab House Wire
255817423,0.75 Sqmm Polycab LFFR PVC Insulated Wire,Current Rating,5A,208737,Polycab House Wire
22099108,House Wires,,,208737,Polycab House Wire
120373200,Polycab Wire,,,208737,Polycab House Wire
181438826,Red Polycab PVC Insulated Wire,Conductor,Copper,208737,Polycab House Wire
254101484,Polycab Electrical Wire,Suitable for,Construction,208737,Polycab House Wire
233742182,1Sqmm Polycab Eco Friendly Green Wire,Brand,Polycab,208737,Polycab House Wire
139069470,Polycab 1.5 sq mm 300 Meter FR House Wires,Wire Size,1.5 sqmm,208737,Polycab House Wire
50153676,Polycab House Wires,,,208737,Polycab House Wire
191270740,Polycab House Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
135700629,Polycab House Wire,Color,ALL,208737,Polycab House Wire
274320376,Polycab 1.0Sq 3core 100m flexible cable,Number Of Cores,3 Core,208737,Polycab House Wire
282339806,Polycab House Wire,,,208737,Polycab House Wire
271952180,Polycab House Wire,,,208737,Polycab House Wire
239544748,Polycab 1.5 Sq Mm FRLS-H House Wire 300 Meter Green.,Certifications,CE,208737,Polycab House Wire
266984561,2.5 Sq mm Polycab Extra Safe Green House Wire,Voltage,220V,208737,Polycab House Wire
249219400,Polycab 1sqmm Green Electric Wire,Number Of Cores,Single Core,208737,Polycab House Wire
291294127,Polycab Wire 4mm,Conductor Material,copper,208737,Polycab House Wire
153654135,1.5 sq mm Polycab Electrical Wire,Voltage,1100,208737,Polycab House Wire
170899185,Polycab Wire 6mm yellow,,,208737,Polycab House Wire
241170153,Frex,,,208737,Polycab House Wire
288602509,Polycab House Wire,Number of Core,Single,208737,Polycab House Wire
282261726,Polycab HR FR LSH Panel Wire,Number Of Cores,Single Core,208737,Polycab House Wire
267132367,Polycab Etira Flame Retardant House Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
268959650,2.5 Sqmm Polycab Flexible Wire,Number Of Cores,Single Core,208737,Polycab House Wire
257221139,Polycab Flame Retardant Low Smoke Low Halogen Wire,Insulation Material,PVC,208737,Polycab House Wire
188430558,Polycab House Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
272407371,Polycab 1.5 Sqmm Optima Wire,Current Rating,24A,208737,Polycab House Wire
275254705,Polycab 0.75 Sqmm 90m Red Single Core,Conductor,Copper,208737,Polycab House Wire
252877902,Polycab Electric Wire,Brand,Polycab,208737,Polycab House Wire
266323502,2.5 sqmm Polycab FRLF Red House Wire,Current Rating,8A,208737,Polycab House Wire
94202042,Polycab House Electrical Wires,Length,50-90 m,208737,Polycab House Wire
173011051,Metacab House Wire,Suitable for,Construction,208737,Polycab House Wire
247298570,1sqmm Polycab House Wire,Suitable for,Homes,208737,Polycab House Wire
96272394,House Wire,Length,1 sq mm to 6 sq mm,208737,Polycab House Wire
169680299,Polycab House Wires,Suitable for,Homes,208737,Polycab House Wire
241105235,Polycab Greenwire PVC Insulated Copper Cable,Number Of Cores,Single Core,208737,Polycab House Wire
247139180,1sqmm Polycab House Wire,Certifications,IS 694,208737,Polycab House Wire
240263925,"Polycab Eco-Friendly Greenwire   (RED, 90m, 1.5sqmm)",Certifications,IS 694,208737,Polycab House Wire
259077639,1sq Mm Polycab House Wire,Country Of Origin,Made in India,208737,Polycab House Wire
290438308,2.5 sq.mm Polycab Suprema Wire,Model,Polycab Suprema,208737,Polycab House Wire
258662245,Polycab Wire,,,208737,Polycab House Wire
175721226,Polycab House Wire,Voltage,1100V,208737,Polycab House Wire
253651957,90 Meter Polycab Optima+ Wire,Color,Yellow,208737,Polycab House Wire
252898001,"Polycab Wire Frlf 0.75mm 1 Core 300 Mtr Red,Yellow,Blue,Green,White,Black,Grey",Country Of Origin,Made in India,208737,Polycab House Wire
192423299,Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
253881707,Polycab House Wire,Country Of Origin,Made in India,208737,Polycab House Wire
266066184,Polycab Yellow 1.5sqmm Cables,Voltage,220V,208737,Polycab House Wire
288601720,Polycab House Wire,Colour,Yellow,208737,Polycab House Wire
262036996,1.5mm Polycab Optima PVC Insulated Cable,Conductor Type,Class 2,208737,Polycab House Wire
100005627,Polycab Wire,,,208737,Polycab House Wire
182899505,"1.50  Sqmm House Wire Green, 90 Mtr",Wire Size,1.5 sqmm,208737,Polycab House Wire
168348749,Polycab 4sqmm Red Cable,Conductor Material,Copper,208737,Polycab House Wire
261540906,Polycab Etira House Wire,Current Rating,8A,208737,Polycab House Wire
184698139,Polycab PVC Insulated Single Core 1.5 sqmm Flexible Copper Wires & Cables 90 Mtr,Suitable for,Homes,208737,Polycab House Wire
240339218,Polycab Wire 4sqmm,Insulation Material,FRLF,208737,Polycab House Wire
50757416,"Polycab 1.5 sqmm wire, Flame Retardent (FR) ,Multistrand, 90m, Red",Colour,Red,208737,Polycab House Wire
267672022,Polycab House Wire,Wire Size,0.75 sqmm,208737,Polycab House Wire
277161537,Polycab 2.5 Sqmm Flame Retardant PVC Copper Wire,Pack Type,Box,208737,Polycab House Wire
267132428,1.5 Sqmm Polycab Optima Plus PVC Insulated Wire,Brand Name,Polycab,208737,Polycab House Wire
170433281,Polycab 2.5sqmm FRLF House Wires,Color,Green,208737,Polycab House Wire
114683861,Polycab Wires,Insulation Material,PVC,208737,Polycab House Wire
152052706,Polycab Green Flame Retardant Lead Free Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
267085089,Polycab Etira Electircal Wire 1.5 MM,Suitable for,Buildings,208737,Polycab House Wire
168764563,Polycab House Wires,Country Of Origin,Made in India,208737,Polycab House Wire
145800751,Polycab Wires,,,208737,Polycab House Wire
193204026,Polycab House Wire,Color,Blue,208737,Polycab House Wire
174313618,Polycab House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
233438396,Polycab Black HRFR  House Wire,Suitable for,Homes,208737,Polycab House Wire
265064138,Polycab House Wire,,,208737,Polycab House Wire
126217948,Polycab Wires Cable,Length,90 m,208737,Polycab House Wire
283526310,Polycab 2.5 Sqmm LFFR House Cable,Roll Length,90 m,208737,Polycab House Wire
141308800,4 Core Copper Screened Cable,Insulated Material,PVC,208737,Polycab House Wire
277580654,4 Sq Mm Polycab House Cable,Number Of Cores,Single Core,208737,Polycab House Wire
238533010,Polycab 1.5 Sq mm Lead Free Cable,Voltage,1100V,208737,Polycab House Wire
175807664,2.5 Sqmm Polycab House Wire,Conductor,Copper,208737,Polycab House Wire
280164800,300 Meters Polycab House Wire,Color,Red,208737,Polycab House Wire
127784352,Polycab FRLS House Wire,Roll Length,90 m,208737,Polycab House Wire
251612204,Polycab 12 C x 0.75 Sq.mm Cu Flexible Cable,Conductor,Copper,208737,Polycab House Wire
264538073,Polycab 0.5 Sqmm Single,,,208737,Polycab House Wire
224980898,2.5sqmm  Polycab Red House Wire,Color,Red,208737,Polycab House Wire
46193090,Polycab Wire Cables,,,208737,Polycab House Wire
169560606,Polycab FR House Wires,Color,Yellow,208737,Polycab House Wire
281894977,Polycab 0.50 Square mm Single core FR PVC Insulated Copper Flexible Cable White (100 Meters),Suitable for,Homes,208737,Polycab House Wire
259320060,Polycab House Wire,Insulation Material,PVC,208737,Polycab House Wire
182890926,"0.75 Sqmm House Wire Red, 200 Mtr",Color,Red,208737,Polycab House Wire
239607723,Polycab 2.5 Sq Mm FRLS-H House Wire 300 Meter Yellow,Suitable for,Homes,208737,Polycab House Wire
141338348,Polycab FR PVC Insulated Cable,Coil Length,90m,208737,Polycab House Wire
163969292,Polycab 1.5 Sq Mm Fr House Wire,,,208737,Polycab House Wire
268959650,2.5 Sqmm Polycab Flexible Wire,Packaging Type,Box,208737,Polycab House Wire
198647696,2 Sqmm Polycab House Wires,Insulation Material,PVC,208737,Polycab House Wire
107667527,Poly Cab Wire,,,208737,Polycab House Wire
289387110,Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
239544088,Polycab 1 Sq Mm FRLS-H House Wire 300 Meter Yellow.,Number Of Cores,Single Core,208737,Polycab House Wire
226171401,Switch Fuse Unit,,,208737,Polycab House Wire
238186058,Pollycab Wires,,,208737,Polycab House Wire
200198923,"Polycab FR-LF House Wire, 2.5 SQ MM-90M",Suitable for,Homes,208737,Polycab House Wire
152924214,300m Polycab House Wire,Length,300 m,208737,Polycab House Wire
260526434,1.5 sqmm Polycab Optima Plus Wire,Insulation Material,PVC,208737,Polycab House Wire
267087487,Polycab Optima FRLF Wire 1 MM,Certifications,IS 694,208737,Polycab House Wire
130691289,Polycab Flexible Cable,Insulation Material,PVC,208737,Polycab House Wire
147463104,Polycab House Wire,Packaging Type,Roll,208737,Polycab House Wire
271101005,Polycab Wire,Wire Size,2.5 sqmm,208737,Polycab House Wire
188438344,Polycab 0.75sqmm Eco-Friendly Green Wire,Voltage,1100V,208737,Polycab House Wire
141056558,4 Sqmm Polycab Electrical Wires,Usage/Application,House Wiring,208737,Polycab House Wire
228068045,2.5 Sqmm Polycab Maxima House Wire,Roll Length,90 m,208737,Polycab House Wire
170522919,Polycab Pvc Insulated Flexible House Wire,Suitable for,Buildings,208737,Polycab House Wire
266101861,Polycab House Wire,Voltage,1100V,208737,Polycab House Wire
269006388,Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
23378158,Wires,,,208737,Polycab House Wire
35066531,Polycab FRLS Wires,Roll Length,90 m,208737,Polycab House Wire
168552603,Polycab FR PVC House Wires,Number Of Cores,Single Core,208737,Polycab House Wire
247635966,Wire Polycab,,,208737,Polycab House Wire
247582180,"Polycab 6 sqmm wire, LFFR ,Multistrand, 190m, Red",Insulation Type,LF FR,208737,Polycab House Wire
111133480,2.5mm Polycab Etira House Wires,Heat Resistance,70 degrees C,208737,Polycab House Wire
176481989,Polycab  Panel Wire FR,Length,100m,208737,Polycab House Wire
184781523,Polycab FR Single Core Flexible Wire,Number Of Cores,Single Core,208737,Polycab House Wire
250871235,0.75sqmm Polycab House Wire,Color,Red,208737,Polycab House Wire
130210079,Polycab  Wire,,,208737,Polycab House Wire
251536705,Polycab 3 C x 6 Sq.mm Cu Flexible Cable- FR-LSH,Is It Armoured,No,208737,Polycab House Wire
164911694,Polycab PVC Insulated Industrial Cable,Wire Size,4 sqmm,208737,Polycab House Wire
130293707,Polycab Green Wire,Brand,Polycab,208737,Polycab House Wire
261858449,Polycab 200 mtrs 10.sqmm fr,Suitable for,Homes,208737,Polycab House Wire
34143982,Polycab Fire Cables,Flame Retardant,Yes,208737,Polycab House Wire
290520054,Polycab Wire,Certifications,RoHS,208737,Polycab House Wire
276764762,Polycab House Wire,,,208737,Polycab House Wire
288665103,"Polycab Primma 0.75 sqmm Wire, Multistrand, LF FR ,90m,Red",Insulation Type,LF FR,208737,Polycab House Wire
109468335,1.5Sqmm Polycab Wire,Conductor Material,Copper,208737,Polycab House Wire
193121844,Polycab LFFR PVC Insulated House Wire,Insulation Material,PVC,208737,Polycab House Wire
170430727,Polycab 4sqmm Eco Friendly Wire,Conductor,Copper,208737,Polycab House Wire
168180957,"2.5 sq mm, Yellow  Polycab Electrical Wire",Number Of Cores,Single Core,208737,Polycab House Wire
231629922,Polycab (ETIRA) 4 Sq mm  House Wire 90 Meter (Green),Insulation Material,FR,208737,Polycab House Wire
205058066,Polycab Wires 2.5 Mm,Current,20Amp,208737,Polycab House Wire
129515363,Polycab Cable & Wire,Core Material,PVC,208737,Polycab House Wire
155387854,Polycab Wire,Current Rating,5A,208737,Polycab House Wire
156316790,"Jeostar Electrical  House Wire 1.0Sqmm, 1.5Sqmm,2.0Sqmm,2.5Sqmm,4.0Sqmm,6.0Sqmm Available",Suitable for,Construction,208737,Polycab House Wire
274303243,Polycab PVC 2Core Insulated Wire,Wire Size,2.5 sqmm,208737,Polycab House Wire
142686150,Polycab 10 Sq.mm FRLS-H PVC Insulated 200m Coil,Voltage,1100V,208737,Polycab House Wire
248210836,2.5Sqmm Polycab Wire,Insulation Material,PVC,208737,Polycab House Wire
269553982,Polycab 4 Sq Mm Wire,Suitable for,Construction,208737,Polycab House Wire
256314713,Polycab 10sqmm Wire,Insulation Material,PVC,208737,Polycab House Wire
122249743,Polycab FR PVC Insulated Cables,Number Of Cores,Single,208737,Polycab House Wire
261008156,Polycab Lead Free Wire,Insulation Material,FRLS,208737,Polycab House Wire
238807921,Electrical Polycab Wire,Country Of Origin,Made in India,208737,Polycab House Wire
270840740,Polycab Eco Friendly 4sqmm PVC Insulated Copper Wire,Number Of Cores,Single Core,208737,Polycab House Wire
173599098,1sq.mm House Wire Polycab,Certifications,RoHS Compliant,208737,Polycab House Wire
179041807,Polycab Domestic Electric Wire,,,208737,Polycab House Wire
172456741,Polycab Electrical House Wire 2.5 sq.mm,Conductor,Copper,208737,Polycab House Wire
226592534,Hpl Fr Pvc Insulated Cable Red 4 Sq.mm 90 M Hfr000400090,,,208737,Polycab House Wire
224249677,200m Polycab House Wire,Insulation Material,PVC,208737,Polycab House Wire
275074278,1.5 Sqmm Polycab PVC Panel Wire,Suitable for,Buildings,208737,Polycab House Wire
184780460,Polycab FR House Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
152804025,Polycab Electrical Wire,Current Rating,8A,208737,Polycab House Wire
288821724,"Polycab maxima 4sqmm wire, Multistrand, HR FR-LSH LF, 90m, Red",Model,Polycab Maxima+,208737,Polycab House Wire
184697614,Polycab Greenwire with 90m 6 sqmm Green Electric Copper Wire,Colour,Green,208737,Polycab House Wire
288132163,"Polycab Multicore Wires, Size: 1.0 Sq Mm To 240 Sq Mm",Wire Size,6 sqmm,208737,Polycab House Wire
183640206,Polycabe Wire,,,208737,Polycab House Wire
191483116,25 Polycab Wires,,,208737,Polycab House Wire
178414764,Apar Unicab Wire 4 Sq.mm,Suitable for,Construction,208737,Polycab House Wire
191023540,1 Sqmm Polycab Lead Free Lrfr House Wire,Conductor,Copper,208737,Polycab House Wire
255578967,LF FR Red Polycab House Wire,Suitable for,Buildings,208737,Polycab House Wire
192445900,Cables And Wires Polycab,,,208737,Polycab House Wire
159554828,1mm 1 Core Polycab Flexible Core Cable,Usage/Application,Electrical,208737,Polycab House Wire
117650175,Polycab Optima House Wire,Voltage,1100V,208737,Polycab House Wire
289321939,"Great White Secure Plus 1.5 sqmm wire, Multistrand, FRLSH, 90m, Red",Colour,Red,208737,Polycab House Wire
106995406,Polycab Cable Wire,Length (metre),90 Meter,208737,Polycab House Wire
73230494,Polycab House Wire,Core Type,3 Core,208737,Polycab House Wire
258472042,1 Sqmm  Red Polycab Electrical Wire,Wire size,1 sqmm,208737,Polycab House Wire
254165652,1 Sq Mm Polycab Etira Flame Retardant Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
153365938,Polycab Wires,Suitable for,Homes,208737,Polycab House Wire
286770504,Polycab Suprema 1sqmm Eco-Friendly Green Wire 90 meter.,Suitable for,Homes,208737,Polycab House Wire
253213195,Polycab 1 Sq.mm 1 Core Fr Industrial Flexible Cable Red (100 M),Type of Product,Flame Retardant (FR) House Cable,208737,Polycab House Wire
252597237,Polycab FRLS House Wires,Conductor,Copper,208737,Polycab House Wire
251637470,1.0 Sqmm FR Wires and Cable,Conductor,Copper,208737,Polycab House Wire
273315309,Polycab 1.5 Sqmm FRLSH Wire,Color,Black,208737,Polycab House Wire
149125749,Polycab House Wires,Packaging Type,Box,208737,Polycab House Wire
191127402,1.5 Sqmm Polycab Electric Wire,Suitable for,Construction,208737,Polycab House Wire
19364032,Polycab Wires,,,208737,Polycab House Wire
159277750,Polycab Wire,Brand,Polycab,208737,Polycab House Wire
132981748,Polycab FR House Wires,Suitable for,Homes,208737,Polycab House Wire
184953617,Polycab Wire,,,208737,Polycab House Wire
155650193,Polycab Wires 1.5 Sq. Mm. (90m) - Red,Insulation Material,PVC,208737,Polycab House Wire
274691992,Polycab Optima plus 90m 2.5sqmm Heat Resistant Eco Friendly PVC Insulated Copper Cable Wire,Conductor,Copper,208737,Polycab House Wire
199994631,2.5 Sq Mm Polycab Wire,Color,Black,208737,Polycab House Wire
165830895,Red Polycab Electric Wire,Dia Of Conductor Strands,50/0.25 mm,208737,Polycab House Wire
191891946,Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
290992827,Polycab Green wires 180 mtrs x 2.5 samm,Roll Length,180 m,208737,Polycab House Wire
43105748,Poly Cab,,,208737,Polycab House Wire
193283951,Polycab House Wire,,,208737,Polycab House Wire
233615938,400mm Polycab FR PVC Insulated Single Core Unsheathed Industrial Flexible Cable,Number Of Cores,Single Core,208737,Polycab House Wire
227108353,"Polycab Flexible Wire 0.75 sqmm, 24/0.20 mm, Single Core",Voltage,1100V,208737,Polycab House Wire
96553516,Wire & Cable,Packaging Type,Box,208737,Polycab House Wire
236703910,Polycab House Wire,Number Of Cores,Single Core,208737,Polycab House Wire
239534961,Polycab Flexible Copper Wire,Wire Size,4 sqmm,208737,Polycab House Wire
132932615,Polycab House Wire,Insulated Material,PVC,208737,Polycab House Wire
243764028,1.5Sq Mm Polycab House Wire,Conductor,Copper,208737,Polycab House Wire
290120321,6 Sq mm Red Polycab House Wire,Wire Size,6 sqmm,208737,Polycab House Wire
252347285,Electric Wire,,,208737,Polycab House Wire
183899148,Polycab Wire,Roll Length,90 m,208737,Polycab House Wire
287063601,1 Sq mm Polycab Optima Plus Wires Cables,Color,Black,208737,Polycab House Wire
163557309,Polycab Etira House Wire,Conductor,Copper,208737,Polycab House Wire
